areaAsM2,minRange,maxRange,avEchoStrength,minEchoStrength,maxEchoStrength,cluster
0,8244.082031,8244.082031,6,1,14,2
0,46511.38672,46511.38672,1,1,1,1
0,36913.80078,36913.80078,1,1,1,0
0,7567.328613,7567.328613,3,1,5,2
0,7751.897949,7751.897949,2,1,4,2
0,8121.035645,8121.035645,1,1,1,2
0,4368.132813,4368.132813,1,1,1,2
0,7382.759766,7382.759766,2,2,2,2
0,8797.789063,8797.789063,1,1,1,2
0,36360.09375,36360.09375,1,1,1,0
0,52294.55078,52294.55078,1,1,1,1
0,51802.36328,51802.36328,1,1,1,1
0,9720.633789,9720.633789,3,1,7,2
0,9597.587891,9597.587891,1,1,2,2
0,2953.104004,2953.104004,2,1,4,2
0,20179.54297,20179.54297,1,1,1,0
0,20364.11328,20364.11328,1,1,1,0
0,9166.926758,9166.926758,1,1,1,2
0,43804.375,43804.375,1,1,1,1
0,43189.14453,43189.14453,1,1,1,1
0,19564.31445,19564.31445,1,1,2,0
0,52786.73438,52786.73438,1,1,1,1
0,47249.66406,47249.66406,1,1,1,1
0,48972.30859,48972.30859,1,1,1,1
0,7628.852051,7628.852051,4,1,12,2
0,7997.989746,7997.989746,3,1,6,2
0,12858.30664,12858.30664,1,1,1,2
0,21286.95703,21286.95703,1,1,4,0
0,22086.75586,22086.75586,2,1,3,0
0,18149.28516,18149.28516,1,1,1,0
0,56232.01953,56232.01953,1,1,1,1
0,19994.97461,19994.97461,2,2,2,0
0,22640.46289,22640.46289,2,1,3,0
0,5906.208008,5906.208008,3,1,10,2
0,20794.77344,20794.77344,1,1,2,0
0,21102.38867,21102.38867,1,1,1,0
0,22517.41797,22517.41797,1,1,1,0
0,50817.99609,50817.99609,1,1,1,1
0,17718.62305,17718.62305,1,1,1,0
0,17841.66992,17841.66992,1,1,3,0
0,18518.42188,18518.42188,1,1,1,0
0,19441.26758,19441.26758,1,1,2,0
0,19318.2207,19318.2207,1,1,1,0
0,18641.46875,18641.46875,1,1,1,0
0,22209.80273,22209.80273,1,1,1,0
0,2830.057861,2830.057861,1,1,1,2
0,6521.437988,6521.437988,5,2,12,2
0,17718.62305,17718.62305,1,1,1,0
0,18087.76172,18087.76172,2,1,3,0
0,6890.575684,6890.575684,13,9,15,2
0,19379.74414,19379.74414,1,1,1,0
0,21656.0957,21656.0957,1,1,2,0
0,21963.71094,21963.71094,1,1,1,0
0,47372.71094,47372.71094,1,1,1,1
0,62261.27344,62261.27344,1,1,1,1
0,7690.375,7690.375,4,2,6,2
0,19810.40625,19810.40625,1,1,1,0
0,19933.45117,19933.45117,1,1,1,0
0,21040.86523,21040.86523,1,1,1,0
0,21225.43555,21225.43555,1,1,1,0
0,48603.16797,48603.16797,1,1,1,1
0,19195.17578,19195.17578,1,1,4,0
0,7013.62207,7013.62207,2,2,2,2
0,7136.667969,7136.667969,2,1,4,2
0,7382.759766,7382.759766,7,1,15,2
0,17841.66992,17841.66992,1,1,3,0
0,17718.62305,17718.62305,1,1,1,0
0,22517.41797,22517.41797,1,1,1,0
0,22701.98633,22701.98633,1,1,1,0
0,60169.49219,60169.49219,1,1,1,1
0,19441.26758,19441.26758,1,1,2,0
0,20794.77344,20794.77344,1,1,1,0
0,20056.49805,20056.49805,1,1,2,0
0,21102.38867,21102.38867,1,1,1,0
0,19933.45117,19933.45117,1,1,1,0
0,21410.00391,21410.00391,1,1,2,0
0,22455.89453,22455.89453,1,1,1,0
0,20179.54297,20179.54297,1,1,2,0
0,21533.04883,21533.04883,1,1,1,0
0,21717.61914,21717.61914,1,1,1,0
0,44665.69531,44665.69531,1,1,1,1
0,19256.69922,19256.69922,1,1,1,0
0,20364.11328,20364.11328,1,1,1,0
0,19564.31445,19564.31445,2,1,5,0
0,19810.40625,19810.40625,1,1,1,0
0,20917.82031,20917.82031,1,1,2,0
0,50694.94922,50694.94922,1,1,1,1
0,55985.92969,55985.92969,1,1,1,1
0,6398.39209,6398.39209,1,1,1,2
0,19441.26758,19441.26758,2,2,2,0
0,20364.11328,20364.11328,1,1,2,0
0,11012.61719,11012.61719,1,1,1,2
0,21533.04883,21533.04883,1,1,3,0
0,35437.24609,35437.24609,1,1,1,0
0,20241.06641,20241.06641,1,1,1,0
0,23870.92383,23870.92383,1,1,1,0
0,49710.58203,49710.58203,1,1,1,1
0,60169.49219,60169.49219,1,1,1,1
0,54263.28516,54263.28516,1,1,1,1
0,6521.437988,6521.437988,1,1,2,2
0,16611.20898,16611.20898,4,1,15,0
0,20979.3418,20979.3418,1,1,2,0
0,21471.52734,21471.52734,1,1,2,0
0,24916.81445,24916.81445,1,1,1,0
0,51310.17969,51310.17969,1,1,1,1
0,6644.483887,6644.483887,5,1,11,2
0,19441.26758,19441.26758,1,1,1,0
0,21594.57227,21594.57227,2,1,5,0
0,49464.49219,49464.49219,1,1,1,1
0,18149.28516,18149.28516,1,1,1,0
0,20610.20508,20610.20508,1,1,1,0
0,20794.77344,20794.77344,1,1,1,0
0,56355.06641,56355.06641,1,1,1,1
0,5844.685059,5844.685059,1,1,1,2
0,2583.966064,2583.966064,1,1,1,2
0,3629.856934,3629.856934,1,1,1,2
0,19010.60742,19010.60742,1,1,1,0
0,31561.29883,31561.29883,1,1,1,0
0,12981.35254,12981.35254,1,1,1,2
0,20794.77344,20794.77344,1,1,1,0
0,9597.587891,9597.587891,2,2,2,2
0,9720.633789,9720.633789,5,1,11,2
0,21963.71094,21963.71094,1,1,1,0
0,22148.2793,22148.2793,1,1,3,0
0,8920.834961,8920.834961,1,1,2,2
0,18518.42188,18518.42188,1,1,1,0
0,45650.06641,45650.06641,1,1,1,1
0,8736.265625,8736.265625,5,5,5,2
0,11504.80078,11504.80078,3,2,4,2
0,11996.98438,11996.98438,5,5,5,2
0,12981.35254,12981.35254,1,1,1,2
0,16672.73242,16672.73242,1,1,1,0
0,21779.14063,21779.14063,1,1,2,0
0,22578.94141,22578.94141,1,1,1,0
0,2460.919922,2460.919922,1,1,1,2
0,4245.086914,4245.086914,1,1,1,2
0,10089.77148,10089.77148,1,1,2,2
0,18272.33008,18272.33008,1,1,1,0
0,36052.47656,36052.47656,1,1,1,0
0,50448.85938,50448.85938,1,1,1,1
0,50817.99609,50817.99609,2,2,2,1
0,12120.03125,12120.03125,1,1,1,2
0,12366.12305,12366.12305,1,1,1,2
0,23317.2168,23317.2168,1,1,1,0
0,25224.42969,25224.42969,1,1,1,0
0,12181.55371,12181.55371,1,1,3,2
0,19318.2207,19318.2207,1,1,3,0
0,50079.72266,50079.72266,1,1,1,1
0,1538.074951,1538.074951,3,3,3,2
0,11504.80078,11504.80078,1,1,1,2
0,11935.46191,11935.46191,1,1,1,2
0,23132.64844,23132.64844,1,1,2,0
0,25039.86133,25039.86133,1,1,1,0
0,59308.17188,59308.17188,2,2,2,1
0,19810.40625,19810.40625,2,1,3,0
0,23378.74023,23378.74023,1,1,1,0
0,61399.95313,61399.95313,1,1,1,1
0,19687.35938,19687.35938,1,1,1,0
0,8244.082031,8244.082031,3,1,7,2
0,11873.93848,11873.93848,10,2,15,2
0,11996.98438,11996.98438,3,1,5,2
0,12919.83008,12919.83008,1,1,1,2
0,13104.39844,13104.39844,1,1,1,2
0,4675.748047,4675.748047,2,1,3,2
0,62384.32031,62384.32031,1,1,1,1
0,8367.12793,8367.12793,3,1,8,2
0,10705.00195,10705.00195,3,1,6,2
0,26147.27539,26147.27539,1,1,1,0
0,4860.316895,4860.316895,2,1,4,2
0,10828.04785,10828.04785,4,1,11,2
0,17411.00781,17411.00781,1,1,1,0
0,18026.23828,18026.23828,1,1,1,0
0,25655.08984,25655.08984,1,1,1,0
0,17964.71484,17964.71484,1,1,1,0
0,18149.28516,18149.28516,1,1,1,0
0,11750.89258,11750.89258,1,1,1,2
0,19748.88281,19748.88281,1,1,1,0
0,26331.84375,26331.84375,1,1,2,0
0,26516.41211,26516.41211,1,1,1,0
0,1722.643921,1722.643921,4,2,6,2
0,18826.03711,18826.03711,1,1,2,0
0,19010.60742,19010.60742,1,1,1,0
0,27008.5957,27008.5957,1,1,2,0
0,26824.02734,26824.02734,2,1,3,0
0,4183.563965,4183.563965,5,2,8,2
0,30392.36133,30392.36133,1,1,1,0
0,30576.92969,30576.92969,1,1,1,0
0,12735.26074,12735.26074,1,1,1,2
0,31745.86719,31745.86719,2,1,8,0
0,57093.34375,57093.34375,1,1,1,1
0,32976.32813,32976.32813,1,1,1,0
0,19625.83594,19625.83594,1,1,1,0
0,21348.48047,21348.48047,1,1,1,0
0,21963.71094,21963.71094,1,1,2,0
0,26700.98242,26700.98242,2,1,5,0
0,32607.18945,32607.18945,1,1,4,0
0,3998.994873,3998.994873,6,1,14,2
0,18333.85352,18333.85352,1,1,1,0
0,18456.90039,18456.90039,1,1,2,0
0,11320.23145,11320.23145,1,1,2,2
0,50079.72266,50079.72266,1,1,1,1
0,2337.874023,2337.874023,1,1,1,2
0,18026.23828,18026.23828,1,1,1,0
0,31253.68359,31253.68359,1,1,1,0
0,31438.25195,31438.25195,1,1,1,0
0,53648.05469,53648.05469,1,1,2,1
0,59923.40234,59923.40234,1,1,1,1
0,17472.53125,17472.53125,1,1,4,0
0,28792.76367,28792.76367,1,1,1,0
0,33591.55859,33591.55859,1,1,3,0
0,33776.125,33776.125,1,1,1,0
0,26577.93555,26577.93555,1,1,1,0
0,31130.63672,31130.63672,1,1,1,0
0,33468.51172,33468.51172,2,1,4,0
0,28608.19531,28608.19531,1,1,1,0
0,30207.79297,30207.79297,1,1,1,0
0,29777.13086,29777.13086,2,1,10,0
0,56232.01953,56232.01953,1,1,1,1
0,55247.65234,55247.65234,1,1,2,1
0,1845.689941,1845.689941,6,2,13,2
0,17349.48633,17349.48633,1,1,1,0
0,31438.25195,31438.25195,1,1,2,0
0,60661.67578,60661.67578,1,1,2,1
0,2337.874023,2337.874023,1,1,1,2
0,3937.471924,3937.471924,5,1,10,2
0,18210.80859,18210.80859,1,1,1,0
0,29284.94727,29284.94727,1,1,1,0
0,29407.99414,29407.99414,1,1,2,0
0,12120.03125,12120.03125,1,1,1,2
0,21348.48047,21348.48047,1,1,1,0
0,53894.14844,53894.14844,1,1,1,1
0,58692.94141,58692.94141,1,1,1,1
0,2707.011963,2707.011963,1,1,1,2
0,26208.79688,26208.79688,1,1,1,0
0,31561.29883,31561.29883,1,1,1,0
0,2337.874023,2337.874023,1,1,1,2
0,18518.42188,18518.42188,1,1,2,0
0,18826.03711,18826.03711,1,1,1,0
0,20548.68164,20548.68164,1,1,2,0
0,22825.0332,22825.0332,1,1,2,0
0,28423.625,28423.625,3,1,9,0
0,27623.82617,27623.82617,1,1,2,0
0,31315.20703,31315.20703,1,1,2,0
0,17718.62305,17718.62305,1,1,1,0
0,17903.19336,17903.19336,1,1,1,0
0,23009.60156,23009.60156,1,1,1,0
0,2891.581055,2891.581055,3,3,3,2
0,25470.52148,25470.52148,3,1,5,0
0,26208.79688,26208.79688,1,1,1,0
0,18149.28516,18149.28516,1,1,1,0
0,18456.90039,18456.90039,1,1,1,0
0,19871.92773,19871.92773,1,1,1,0
0,12058.50781,12058.50781,1,1,3,2
0,17349.48633,17349.48633,1,1,2,0
0,2891.581055,2891.581055,2,1,4,2
0,23194.16992,23194.16992,1,1,2,0
0,28300.58008,28300.58008,1,1,1,0
0,23009.60156,23009.60156,1,1,2,0
0,31315.20703,31315.20703,1,1,1,0
0,16488.16406,16488.16406,1,1,3,0
0,17841.66992,17841.66992,2,1,7,0
0,18395.37695,18395.37695,1,1,1,0
0,3937.471924,3937.471924,1,1,1,2
0,16857.30078,16857.30078,1,1,3,0
0,17595.57813,17595.57813,1,1,4,0
0,24547.67578,24547.67578,1,1,1,0
0,18949.08398,18949.08398,1,1,1,0
0,22825.0332,22825.0332,1,1,2,0
0,31130.63672,31130.63672,1,1,1,0
0,18333.85352,18333.85352,2,1,5,0
0,18641.46875,18641.46875,1,1,1,0
0,23255.69336,23255.69336,1,1,1,0
0,4921.839844,4921.839844,2,1,6,2
0,17226.43945,17226.43945,1,1,2,0
0,18149.28516,18149.28516,1,1,1,0
0,55616.78906,55616.78906,1,1,1,1
0,4737.270996,4737.270996,1,1,1,2
0,17411.00781,17411.00781,1,1,1,0
0,18887.56055,18887.56055,1,1,1,0
0,16918.82422,16918.82422,1,1,1,0
0,23071.125,23071.125,1,1,1,0
0,30392.36133,30392.36133,1,1,1,0
0,29838.6543,29838.6543,1,1,1,0
0,54263.28516,54263.28516,1,1,1,1
0,62138.23047,62138.23047,1,1,1,1
0,15565.31836,15565.31836,1,1,1,0
0,16242.07129,16242.07129,1,1,2,0
0,16426.64063,16426.64063,1,1,2,0
0,25224.42969,25224.42969,2,2,3,0
0,16119.02539,16119.02539,1,1,1,0
0,36483.13672,36483.13672,1,1,1,0
0,60538.62891,60538.62891,1,1,1,1
0,2953.104004,2953.104004,2,2,2,2
0,3137.672852,3137.672852,1,1,1,2
0,26454.88867,26454.88867,1,1,1,0
0,15749.8877,15749.8877,1,1,2,0
0,15749.8877,15749.8877,1,1,4,0
0,22025.23438,22025.23438,1,1,2,0
0,26393.36719,26393.36719,1,1,1,0
0,48234.03125,48234.03125,1,1,2,1
0,16365.11816,16365.11816,2,1,4,0
0,53648.05469,53648.05469,1,1,2,1
0,28054.48828,28054.48828,2,1,4,0
0,18887.56055,18887.56055,1,1,1,0
0,16119.02539,16119.02539,1,1,2,0
0,20425.63477,20425.63477,1,1,3,0
0,15503.7959,15503.7959,2,1,4,0
0,28239.05664,28239.05664,1,1,1,0
0,15380.75,15380.75,1,1,2,0
0,246.0919952,246.0919952,1,1,1,2
0,15073.13477,15073.13477,1,1,1,0
0,5475.546875,5475.546875,1,1,1,2
0,20302.58984,20302.58984,1,1,1,0
0,20487.1582,20487.1582,1,1,1,0
0,15688.36426,15688.36426,1,1,1,0
0,15872.93359,15872.93359,1,1,3,0
0,16057.50293,16057.50293,1,1,1,0
0,16119.02539,16119.02539,1,1,3,0
0,20979.3418,20979.3418,1,1,1,0
0,16611.20898,16611.20898,1,1,1,0
0,20364.11328,20364.11328,1,1,1,0
0,25839.66016,25839.66016,1,1,2,0
0,16672.73242,16672.73242,1,1,4,0
0,17164.91602,17164.91602,1,1,1,0
0,26700.98242,26700.98242,2,1,5,0
0,25962.70508,25962.70508,1,1,2,0
0,26577.93555,26577.93555,1,1,1,0
0,15011.61133,15011.61133,1,1,3,2
0,15196.18066,15196.18066,1,1,1,0
0,24486.1543,24486.1543,1,1,1,0
0,25593.56836,25593.56836,2,1,6,0
0,15380.75,15380.75,1,1,3,0
0,15565.31836,15565.31836,1,1,1,0
0,21102.38867,21102.38867,1,1,1,0
0,58200.75781,58200.75781,1,1,1,1
0,14457.9043,14457.9043,1,1,2,2
0,14888.56543,14888.56543,1,1,1,2
0,15749.8877,15749.8877,2,1,6,0
0,47495.75391,47495.75391,1,1,1,1
0,25532.04492,25532.04492,1,1,1,0
0,26577.93555,26577.93555,1,1,2,0
0,27070.11914,27070.11914,1,1,2,0
0,27500.78125,27500.78125,1,1,1,0
0,16611.20898,16611.20898,1,1,1,0
0,6521.437988,6521.437988,3,2,4,2
0,23747.87695,23747.87695,1,1,3,0
0,49833.62891,49833.62891,1,1,1,1
0,60907.76953,60907.76953,1,1,1,1
0,23624.83203,23624.83203,1,1,1,0
0,25470.52148,25470.52148,1,1,1,0
0,25408.99805,25408.99805,2,1,7,0
0,6644.483887,6644.483887,4,1,7,2
0,15073.13477,15073.13477,1,1,1,0
0,16426.64063,16426.64063,1,1,2,0
0,25470.52148,25470.52148,1,1,1,0
0,4983.362793,4983.362793,1,1,1,2
0,26577.93555,26577.93555,1,1,3,0
0,59062.07813,59062.07813,1,1,1,1
0,3137.672852,3137.672852,1,1,2,2
0,23132.64844,23132.64844,3,1,6,0
0,24301.58398,24301.58398,1,1,2,0
0,6829.052734,6829.052734,1,1,1,2
0,15626.8418,15626.8418,2,1,4,0
0,16611.20898,16611.20898,1,1,1,0
0,25962.70508,25962.70508,2,1,6,0
0,15073.13477,15073.13477,1,1,1,0
0,27377.73438,27377.73438,1,1,1,0
0,15503.7959,15503.7959,1,1,2,0
0,25285.95313,25285.95313,1,1,1,0
0,46757.48047,46757.48047,1,1,1,1
0,984.367981,984.367981,2,2,2,2
0,16611.20898,16611.20898,1,1,1,0
0,18702.99219,18702.99219,1,1,1,0
0,27316.21094,27316.21094,1,1,1,0
0,1968.735962,1968.735962,2,1,4,2
0,15134.65723,15134.65723,1,1,2,0
0,15319.22656,15319.22656,1,1,1,0
0,6767.529785,6767.529785,4,3,5,2
0,18764.51367,18764.51367,1,1,3,0
0,861.3219604,861.3219604,1,1,2,2
0,15503.7959,15503.7959,1,1,2,0
0,22763.50977,22763.50977,1,1,3,0
0,23317.2168,23317.2168,1,1,2,0
0,12058.50781,12058.50781,1,1,1,2
0,12243.07715,12243.07715,1,1,1,2
0,61646.04297,61646.04297,1,1,1,1
0,16180.54883,16180.54883,1,1,1,0
0,22763.50977,22763.50977,1,1,1,0
0,15196.18066,15196.18066,1,1,1,0
0,17226.43945,17226.43945,1,1,1,0
0,22640.46289,22640.46289,1,1,1,0
0,51679.32031,51679.32031,2,2,2,1
0,61153.85938,61153.85938,1,1,2,1
0,16119.02539,16119.02539,1,1,1,0
0,22394.37109,22394.37109,1,1,3,0
0,51863.88672,51863.88672,1,1,1,1
0,922.8449707,922.8449707,3,2,4,2
0,6890.575684,6890.575684,3,1,5,2
0,22271.32617,22271.32617,1,1,1,0
0,16611.20898,16611.20898,2,1,6,0
0,20610.20508,20610.20508,1,1,1,0
0,21779.14063,21779.14063,1,1,1,0
0,23501.78516,23501.78516,1,1,1,0
0,35806.38672,35806.38672,1,1,1,0
0,39620.8125,39620.8125,1,1,1,1
0,60661.67578,60661.67578,1,1,1,1
0,19502.79102,19502.79102,1,1,1,0
0,20856.29688,20856.29688,1,1,1,0
0,21286.95703,21286.95703,1,1,1,0
0,21471.52734,21471.52734,1,1,1,0
0,23194.16992,23194.16992,1,1,2,0
0,16426.64063,16426.64063,1,1,1,0
0,15749.8877,15749.8877,3,1,14,0
0,20610.20508,20610.20508,2,1,3,0
0,8490.173828,8490.173828,3,1,8,2
0,10643.47852,10643.47852,1,1,1,2
0,24547.67578,24547.67578,1,1,1,0
0,51925.41016,51925.41016,1,1,1,1
0,15749.8877,15749.8877,1,1,2,0
0,3568.333984,3568.333984,2,1,5,2
0,16057.50293,16057.50293,1,1,2,0
0,7813.420898,7813.420898,15,15,15,2
0,8121.035645,8121.035645,2,1,3,2
0,8244.082031,8244.082031,3,1,7,2
0,15626.8418,15626.8418,2,1,4,0
0,22394.37109,22394.37109,1,1,3,0
0,23009.60156,23009.60156,1,1,1,0
0,22271.32617,22271.32617,1,1,1,0
0,7198.190918,7198.190918,1,1,1,2
0,22825.0332,22825.0332,1,1,1,0
0,15872.93359,15872.93359,1,1,3,0
0,1107.41394,1107.41394,13,11,15,2
0,7382.759766,7382.759766,7,1,15,2
0,7813.420898,7813.420898,1,1,1,2
0,15503.7959,15503.7959,1,1,2,0
0,21533.04883,21533.04883,1,1,2,0
0,31745.86719,31745.86719,1,1,1,0
0,21286.95703,21286.95703,1,1,1,0
0,5044.885742,5044.885742,1,1,2,2
0,5229.455078,5229.455078,1,1,1,2
0,7259.713867,7259.713867,2,1,3,2
0,62753.45703,62753.45703,1,1,1,1
0,307.6149902,307.6149902,8,7,9,2
0,1291.983032,1291.983032,7,7,8,2
0,18272.33008,18272.33008,1,1,1,0
0,21102.38867,21102.38867,1,1,1,0
0,22640.46289,22640.46289,1,1,1,0
0,46511.38672,46511.38672,1,1,1,1
0,15995.97949,15995.97949,1,1,1,0
0,21286.95703,21286.95703,1,1,3,0
0,21902.1875,21902.1875,1,1,1,0
0,22086.75586,22086.75586,1,1,1,0
0,22517.41797,22517.41797,1,1,1,0
0,3506.811035,3506.811035,5,5,5,2
0,5906.208008,5906.208008,1,1,1,2
0,6090.776855,6090.776855,2,2,2,2
0,6398.39209,6398.39209,6,3,9,2
0,21594.57227,21594.57227,1,1,2,0
0,15319.22656,15319.22656,1,1,2,0
0,799.7990112,799.7990112,5,3,7,2
0,21656.0957,21656.0957,1,1,2,0
0,57216.39063,57216.39063,1,1,1,1
0,18087.76172,18087.76172,3,1,12,0
0,62753.45703,62753.45703,1,1,1,1
0,18210.80859,18210.80859,1,1,2,0
0,20917.82031,20917.82031,2,1,4,0
0,6582.960938,6582.960938,1,1,2,2
0,19256.69922,19256.69922,1,1,1,0
0,15626.8418,15626.8418,1,1,2,0
0,18026.23828,18026.23828,1,1,2,0
0,615.2299805,615.2299805,3,1,7,2
0,15073.13477,15073.13477,1,1,1,0
0,46388.33984,46388.33984,1,1,2,1
0,17841.66992,17841.66992,1,1,1,0
0,18641.46875,18641.46875,1,1,2,0
0,4860.316895,4860.316895,1,1,1,2
0,19195.17578,19195.17578,1,1,2,0
0,20917.82031,20917.82031,1,1,1,0
0,15257.7041,15257.7041,1,1,1,0
0,7013.62207,7013.62207,5,1,8,2
0,19441.26758,19441.26758,3,1,7,0
0,15380.75,15380.75,1,1,1,0
0,15503.7959,15503.7959,1,1,2,0
0,15872.93359,15872.93359,1,1,1,0
0,46511.38672,46511.38672,1,1,1,1
0,19072.12891,19072.12891,1,1,3,0
0,246.0919952,246.0919952,1,1,1,2
0,21040.86523,21040.86523,1,1,2,0
0,15503.7959,15503.7959,2,1,4,0
0,15811.41113,15811.41113,1,1,1,0
0,19256.69922,19256.69922,1,1,1,0
0,45896.15625,45896.15625,1,1,1,1
0,41097.36328,41097.36328,1,1,2,1
0,20917.82031,20917.82031,2,1,11,0
0,37282.9375,37282.9375,1,1,1,0
0,15688.36426,15688.36426,1,1,1,0
0,18949.08398,18949.08398,1,1,1,0
0,54140.23828,54140.23828,1,1,1,1
0,15503.7959,15503.7959,1,1,2,0
0,5044.885742,5044.885742,1,1,2,2
0,19625.83594,19625.83594,1,1,1,0
0,307.6149902,307.6149902,3,1,5,2
0,6521.437988,6521.437988,13,13,14,2
0,49710.58203,49710.58203,1,1,1,1
0,61769.08984,61769.08984,1,1,1,1
0,19379.74414,19379.74414,1,1,1,0
0,5475.546875,5475.546875,1,1,1,2
0,21594.57227,21594.57227,1,1,1,0
0,1230.459961,1230.459961,1,1,1,2
0,19133.65234,19133.65234,1,1,1,0
0,19625.83594,19625.83594,1,1,1,0
0,15503.7959,15503.7959,1,1,2,0
0,17411.00781,17411.00781,1,1,1,0
0,17903.19336,17903.19336,1,1,2,0
0,18949.08398,18949.08398,1,1,2,0
0,15134.65723,15134.65723,1,1,1,0
0,18579.94531,18579.94531,1,1,2,0
0,17411.00781,17411.00781,2,1,4,0
0,20487.1582,20487.1582,1,1,1,0
0,21840.66406,21840.66406,1,1,1,0
0,59185.125,59185.125,1,1,2,1
0,1107.41394,1107.41394,5,1,12,2
0,16734.25586,16734.25586,1,1,1,0
0,56601.16016,56601.16016,1,1,2,1
0,16119.02539,16119.02539,2,1,5,0
0,15749.8877,15749.8877,1,1,1,0
0,16611.20898,16611.20898,1,1,1,0
0,16918.82422,16918.82422,3,1,6,0
0,1476.552002,1476.552002,5,1,11,2
0,20671.72852,20671.72852,1,1,1,0
0,20794.77344,20794.77344,1,1,1,0
0,32668.71289,32668.71289,1,1,1,0
0,35314.20313,35314.20313,1,1,1,0
0,35498.76953,35498.76953,1,1,1,0
0,15934.45703,15934.45703,1,1,1,0
0,16365.11816,16365.11816,1,1,3,0
0,21594.57227,21594.57227,1,1,1,0
0,16242.07129,16242.07129,1,1,3,0
0,8859.311523,8859.311523,4,1,9,2
0,16795.7793,16795.7793,1,1,1,0
0,15626.8418,15626.8418,1,1,5,0
0,9351.496094,9351.496094,4,3,5,2
0,16119.02539,16119.02539,1,1,2,0
0,17041.87109,17041.87109,1,1,1,0
0,52294.55078,52294.55078,1,1,1,1
0,8490.173828,8490.173828,1,1,2,2
0,1230.459961,1230.459961,3,3,3,2
0,2091.781982,2091.781982,1,1,1,2
0,21471.52734,21471.52734,1,1,1,0
0,1661.120972,1661.120972,1,1,1,2
0,1845.689941,1845.689941,4,1,11,2
0,43066.09766,43066.09766,1,1,1,1
0,15626.8418,15626.8418,1,1,1,0
0,7751.897949,7751.897949,2,1,6,2
0,15995.97949,15995.97949,1,1,2,0
0,15872.93359,15872.93359,1,1,1,0
0,16365.11816,16365.11816,2,1,5,0
0,3199.196045,3199.196045,1,1,1,2
0,3814.426025,3814.426025,3,1,5,2
0,2953.104004,2953.104004,1,1,1,2
0,3937.471924,3937.471924,5,1,13,2
0,9905.203125,9905.203125,9,8,10,2
0,13104.39844,13104.39844,1,1,1,2
0,16242.07129,16242.07129,1,1,1,0
0,16980.34766,16980.34766,1,1,3,0
0,11135.66309,11135.66309,1,1,1,2
0,1599.598022,1599.598022,1,1,2,2
0,5106.408691,5106.408691,1,1,1,2
0,553.7069702,553.7069702,2,2,2,2
0,2953.104004,2953.104004,1,1,4,2
0,4060.517822,4060.517822,7,2,15,2
0,49095.35156,49095.35156,1,1,1,1
0,1661.120972,1661.120972,5,5,5,2
0,5044.885742,5044.885742,1,1,3,2
0,5167.932129,5167.932129,4,1,10,2
0,15811.41113,15811.41113,1,1,1,0
0,1230.459961,1230.459961,5,3,8,2
0,1476.552002,1476.552002,5,5,6,2
0,5414.023926,5414.023926,4,1,10,2
0,17534.05469,17534.05469,1,1,1,0
0,3014.626953,3014.626953,2,1,3,2
0,11074.13965,11074.13965,1,1,1,2
0,16119.02539,16119.02539,1,1,2,0
0,5537.069824,5537.069824,6,1,15,2
0,1107.41394,1107.41394,9,7,11,2
0,1107.41394,1107.41394,11,4,15,2
0,15749.8877,15749.8877,1,1,1,0
0,16242.07129,16242.07129,1,1,2,0
0,307.6149902,307.6149902,5,2,6,2
0,6029.253906,6029.253906,7,1,15,2
0,6890.575684,6890.575684,5,1,12,2
0,16488.16406,16488.16406,1,1,2,0
0,7198.190918,7198.190918,3,1,5,2
0,16057.50293,16057.50293,1,1,1,0
0,53771.10156,53771.10156,2,2,2,1
0,61399.95313,61399.95313,1,1,1,1
0,61769.08984,61769.08984,1,1,1,1
0,8367.12793,8367.12793,4,1,8,2
0,307.6149902,307.6149902,1,1,2,2
0,59554.26172,59554.26172,1,1,1,1
0,11074.13965,11074.13965,3,2,4,2
0,39743.85547,39743.85547,1,1,1,1
0,39928.42578,39928.42578,1,1,1,1
0,2276.351074,2276.351074,1,1,2,2
0,9720.633789,9720.633789,2,2,2,2
0,9843.679688,9843.679688,1,1,2,2
0,8490.173828,8490.173828,3,2,4,2
0,8613.219727,8613.219727,8,1,12,2
0,59554.26172,59554.26172,1,1,1,1
0,61523.0,61523.0,1,1,1,1
0,11197.18555,11197.18555,7,4,10,2
0,8859.311523,8859.311523,1,1,1,2
0,9166.926758,9166.926758,1,1,1,2
0,49218.39844,49218.39844,1,1,1,1
0,11689.37012,11689.37012,1,1,1,2
0,11012.61719,11012.61719,1,1,1,2
0,26024.22852,26024.22852,1,1,1,0
0,52417.59375,52417.59375,1,1,1,1
0,13412.01367,13412.01367,7,1,13,2
0,52602.16406,52602.16406,1,1,1,1
0,19133.65234,19133.65234,1,1,1,0
0,18949.08398,18949.08398,1,1,1,0
0,1845.689941,1845.689941,5,1,12,2
0,58200.75781,58200.75781,1,1,1,1
0,9597.587891,9597.587891,1,1,2,2
0,9782.157227,9782.157227,3,2,4,2
0,430.6609802,430.6609802,3,1,4,2
0,11689.37012,11689.37012,1,1,2,2
0,11935.46191,11935.46191,6,1,12,2
0,53278.91797,53278.91797,1,1,1,1
0,8244.082031,8244.082031,1,1,1,2
0,6829.052734,6829.052734,1,1,1,2
0,56478.11328,56478.11328,1,1,2,1
0,11812.41602,11812.41602,1,1,1,2
0,6890.575684,6890.575684,3,3,3,2
