areaAsM2,minRange,maxRange,avEchoStrength,minEchoStrength,maxEchoStrength,cluster
0,22640.46289,22640.46289,1,1,1,0
0,61399.95313,61399.95313,1,1,2,1
0,1230.459961,1230.459961,2,2,2,2
0,10151.29492,10151.29492,2,2,2,2
0,57585.52734,57585.52734,1,1,1,1
0,61153.85938,61153.85938,1,1,1,1
0,44111.98828,44111.98828,1,1,1,1
0,60661.67578,60661.67578,1,1,1,1
0,38513.39844,38513.39844,1,1,1,0
0,49218.39844,49218.39844,1,1,1,1
0,59554.26172,59554.26172,2,2,2,1
0,7505.805664,7505.805664,5,1,12,2
0,59554.26172,59554.26172,1,1,1,1
0,60415.58594,60415.58594,2,1,4,1
0,61030.81641,61030.81641,1,1,1,1
0,55124.60547,55124.60547,1,1,1,1
0,60600.15234,60600.15234,1,1,1,1
0,3691.379883,3691.379883,1,1,1,2
0,6582.960938,6582.960938,1,1,1,2
0,59923.40234,59923.40234,1,1,1,1
0,60661.67578,60661.67578,1,1,1,1
0,3752.902832,3752.902832,3,3,3,2
0,7997.989746,7997.989746,7,1,15,2
0,60415.58594,60415.58594,1,1,1,1
0,8551.697266,8551.697266,2,1,4,2
0,9536.064453,9536.064453,2,1,4,2
0,9351.496094,9351.496094,1,1,1,2
0,53771.10156,53771.10156,1,1,1,1
0,51556.27344,51556.27344,1,1,1,1
0,9228.450195,9228.450195,3,3,3,2
0,37713.59766,37713.59766,1,1,1,0
0,6521.437988,6521.437988,1,1,1,2
0,6706.006836,6706.006836,1,1,1,2
0,18887.56055,18887.56055,1,1,1,0
0,62753.45703,62753.45703,1,1,2,1
0,18702.99219,18702.99219,1,1,1,0
0,9659.110352,9659.110352,1,1,1,2
0,48110.98438,48110.98438,1,1,1,1
0,8490.173828,8490.173828,3,2,5,2
0,10581.95605,10581.95605,3,1,7,2
0,56355.06641,56355.06641,1,1,1,1
0,62138.23047,62138.23047,1,1,1,1
0,39682.33594,39682.33594,1,1,1,1
0,8613.219727,8613.219727,6,1,15,2
0,10520.43262,10520.43262,15,15,15,2
0,2091.781982,2091.781982,1,1,2,2
0,34329.83203,34329.83203,1,1,1,0
0,9228.450195,9228.450195,2,1,4,2
0,17041.87109,17041.87109,1,1,1,0
0,1661.120972,1661.120972,1,1,1,2
0,60538.62891,60538.62891,2,2,2,1
0,9351.496094,9351.496094,3,1,6,2
0,42327.82422,42327.82422,5,2,10,1
0,61399.95313,61399.95313,1,1,1,1
0,9474.541992,9474.541992,5,1,8,2
0,24978.33789,24978.33789,1,1,1,0
0,4860.316895,4860.316895,1,1,1,2
0,5352.500977,5352.500977,1,1,1,2
0,42204.77734,42204.77734,2,2,2,1
0,11873.93848,11873.93848,9,9,10,2
0,62630.41406,62630.41406,1,1,1,1
0,6213.822754,6213.822754,1,1,1,2
0,55616.78906,55616.78906,2,2,2,1
0,60538.62891,60538.62891,1,1,1,1
0,18887.56055,18887.56055,1,1,1,0
0,10274.34082,10274.34082,1,1,1,2
0,49587.53516,49587.53516,1,1,1,1
0,11750.89258,11750.89258,4,1,14,2
0,45650.06641,45650.06641,1,1,1,1
0,62384.32031,62384.32031,1,1,1,1
0,10212.81738,10212.81738,1,1,1,2
0,10335.86426,10335.86426,3,2,5,2
0,30823.02148,30823.02148,1,1,1,0
0,55247.65234,55247.65234,1,1,1,1
0,55985.92969,55985.92969,1,1,1,1
0,369.1380005,369.1380005,1,1,1,2
0,553.7069702,553.7069702,1,1,2,2
0,10458.91016,10458.91016,6,3,10,2
0,37405.98438,37405.98438,1,1,2,0
0,56108.97656,56108.97656,1,1,1,1
0,10581.95605,10581.95605,6,1,15,2
0,11873.93848,11873.93848,2,2,2,2
0,2091.781982,2091.781982,6,3,8,2
0,57708.57422,57708.57422,1,1,1,1
0,62507.36719,62507.36719,1,1,1,1
0,8982.357422,8982.357422,4,1,14,2
0,9289.972656,9289.972656,1,1,1,2
0,10951.09375,10951.09375,4,1,10,2
0,30146.26953,30146.26953,1,1,2,0
0,59554.26172,59554.26172,2,2,2,1
0,45650.06641,45650.06641,1,1,1,1
0,60538.62891,60538.62891,1,1,1,1
0,10028.24902,10028.24902,1,1,1,2
0,11074.13965,11074.13965,6,1,11,2
0,12735.26074,12735.26074,2,2,4,2
0,18395.37695,18395.37695,1,1,1,0
0,12858.30664,12858.30664,8,3,11,2
0,22394.37109,22394.37109,1,1,1,0
0,2214.827881,2214.827881,3,1,7,2
0,5844.685059,5844.685059,2,2,2,2
0,52048.45703,52048.45703,1,1,1,1
0,11320.23145,11320.23145,3,1,9,2
0,57831.61719,57831.61719,1,1,1,1
0,32976.32813,32976.32813,1,1,1,0
0,9536.064453,9536.064453,1,1,1,2
0,12058.50781,12058.50781,1,1,2,2
0,430.6609802,430.6609802,2,1,3,2
0,2214.827881,2214.827881,1,1,1,2
0,9105.404297,9105.404297,1,1,3,2
0,9228.450195,9228.450195,6,3,12,2
0,58200.75781,58200.75781,1,1,1,1
0,35191.15625,35191.15625,1,1,1,0
0,43927.42188,43927.42188,1,1,1,1
0,10151.29492,10151.29492,1,1,1,2
0,12058.50781,12058.50781,1,1,1,2
0,12181.55371,12181.55371,4,1,8,2
0,6582.960938,6582.960938,1,1,1,2
0,12489.16895,12489.16895,2,1,3,2
0,9413.018555,9413.018555,1,1,1,2
0,1538.074951,1538.074951,2,2,2,2
0,46634.43359,46634.43359,1,1,1,1
0,57708.57422,57708.57422,1,1,1,1
0,25039.86133,25039.86133,1,1,1,0
0,10397.38672,10397.38672,1,1,1,2
0,47618.80078,47618.80078,1,1,1,1
0,430.6609802,430.6609802,1,1,3,2
0,27500.78125,27500.78125,1,1,1,0
0,12673.7373,12673.7373,5,2,7,2
0,48234.03125,48234.03125,1,1,1,1
0,5598.592773,5598.592773,1,1,1,2
0,5844.685059,5844.685059,1,1,1,2
0,12796.78418,12796.78418,5,1,12,2
0,57585.52734,57585.52734,1,1,1,1
0,1907.213013,1907.213013,2,2,3,2
0,4183.563965,4183.563965,2,2,2,2
0,6890.575684,6890.575684,3,1,7,2
0,369.1380005,369.1380005,1,1,2,2
0,6706.006836,6706.006836,1,1,2,2
0,24793.76758,24793.76758,1,1,1,0
0,41958.68359,41958.68359,1,1,1,1
0,47372.71094,47372.71094,1,1,1,1
0,52786.73438,52786.73438,1,1,1,1
0,10766.52441,10766.52441,1,1,1,2
0,13350.49121,13350.49121,1,1,1,2
0,15626.8418,15626.8418,2,1,3,0
0,22763.50977,22763.50977,2,2,2,0
0,22948.07813,22948.07813,1,1,1,0
0,62384.32031,62384.32031,1,1,1,1
0,28054.48828,28054.48828,1,1,1,0
0,37405.98438,37405.98438,1,1,1,0
0,16180.54883,16180.54883,2,2,2,0
0,52048.45703,52048.45703,1,1,1,1
0,13658.10547,13658.10547,1,1,1,2
0,16303.59473,16303.59473,15,15,15,0
0,43681.32813,43681.32813,1,1,1,1
0,59185.125,59185.125,1,1,1,1
0,57462.48047,57462.48047,1,1,1,1
0,13781.15137,13781.15137,4,4,4,2
0,13904.19727,13904.19727,6,1,15,2
0,14950.08887,14950.08887,1,1,1,2
0,4614.225098,4614.225098,2,2,2,2
0,7567.328613,7567.328613,1,1,1,2
0,45527.01953,45527.01953,1,1,1,1
0,58569.89453,58569.89453,2,2,3,1
0,8920.834961,8920.834961,1,1,3,2
0,61523.0,61523.0,2,2,2,1
0,5660.115723,5660.115723,2,1,4,2
0,5967.730957,5967.730957,1,1,2,2
0,15011.61133,15011.61133,4,1,8,2
0,15442.27246,15442.27246,1,1,1,0
0,15995.97949,15995.97949,5,1,8,0
0,19010.60742,19010.60742,2,2,2,0
0,16119.02539,16119.02539,9,2,15,0
0,16303.59473,16303.59473,4,2,6,0
0,18333.85352,18333.85352,3,1,5,0
0,33960.69531,33960.69531,1,1,1,0
0,16857.30078,16857.30078,2,1,8,0
0,7997.989746,7997.989746,2,2,2,2
0,23194.16992,23194.16992,1,1,1,0
0,50079.72266,50079.72266,1,1,1,1
0,6706.006836,6706.006836,1,1,1,2
0,28731.24023,28731.24023,1,1,1,0
0,36298.57031,36298.57031,1,1,1,0
0,1784.166992,1784.166992,2,1,4,2
0,5721.638672,5721.638672,2,2,2,2
0,6890.575684,6890.575684,7,1,15,2
0,31253.68359,31253.68359,1,1,1,0
0,13227.44434,13227.44434,1,1,1,2
0,45034.83594,45034.83594,1,1,1,1
0,8182.559082,8182.559082,1,1,1,2
0,18518.42188,18518.42188,2,1,5,0
0,37405.98438,37405.98438,1,1,1,0
0,37590.55078,37590.55078,1,1,1,0
0,47003.57031,47003.57031,1,1,1,1
0,18087.76172,18087.76172,3,2,4,0
0,29715.60938,29715.60938,1,1,1,0
0,59800.35547,59800.35547,1,1,1,1
0,18826.03711,18826.03711,6,1,15,0
0,38144.25781,38144.25781,1,1,1,0
0,43189.14453,43189.14453,1,1,1,1
0,10151.29492,10151.29492,1,1,1,2
0,18210.80859,18210.80859,8,1,15,0
0,19379.74414,19379.74414,1,1,1,0
0,35068.10938,35068.10938,1,1,1,0
0,4552.702148,4552.702148,1,1,1,2
0,5967.730957,5967.730957,1,1,1,2
0,8244.082031,8244.082031,1,1,2,2
0,8736.265625,8736.265625,6,4,8,2
0,51679.32031,51679.32031,1,1,1,1
0,53648.05469,53648.05469,2,1,3,1
0,5967.730957,5967.730957,1,1,1,2
0,8428.650391,8428.650391,2,2,2,2
0,8859.311523,8859.311523,5,2,11,2
0,8551.697266,8551.697266,2,1,5,2
0,61153.85938,61153.85938,1,1,1,1
0,4860.316895,4860.316895,1,1,1,2
0,7628.852051,7628.852051,2,1,4,2
0,5044.885742,5044.885742,1,1,2,2
0,5167.932129,5167.932129,1,1,2,2
0,26393.36719,26393.36719,1,1,1,0
0,9105.404297,9105.404297,4,1,6,2
0,9228.450195,9228.450195,5,1,10,2
0,45773.10938,45773.10938,1,1,1,1
0,46880.52344,46880.52344,1,1,1,1
0,2030.258911,2030.258911,2,2,2,2
0,7382.759766,7382.759766,2,1,4,2
0,7567.328613,7567.328613,1,1,2,2
0,52540.64063,52540.64063,1,1,1,1
0,52725.21094,52725.21094,1,1,1,1
0,4183.563965,4183.563965,3,1,6,2
0,5290.978027,5290.978027,1,1,1,2
0,28731.24023,28731.24023,1,1,1,0
0,42820.00781,42820.00781,1,1,1,1
0,55247.65234,55247.65234,1,1,1,1
0,9843.679688,9843.679688,1,1,2,2
0,35806.38672,35806.38672,1,1,1,0
0,5290.978027,5290.978027,1,1,1,2
0,62630.41406,62630.41406,1,1,2,1
0,56355.06641,56355.06641,1,1,1,1
0,5352.500977,5352.500977,1,1,1,2
0,9966.725586,9966.725586,5,2,9,2
0,10274.34082,10274.34082,4,4,4,2
0,44419.60547,44419.60547,1,1,1,1
0,33714.60156,33714.60156,2,2,2,0
0,33899.17188,33899.17188,2,2,2,0
0,9843.679688,9843.679688,1,1,1,2
0,22948.07813,22948.07813,1,1,1,0
0,10581.95605,10581.95605,3,1,5,2
0,12243.07715,12243.07715,1,1,2,2
0,21963.71094,21963.71094,1,1,1,0
0,62753.45703,62753.45703,1,1,1,1
0,11320.23145,11320.23145,5,1,9,2
0,62753.45703,62753.45703,1,1,1,1
0,5967.730957,5967.730957,1,1,1,2
0,10581.95605,10581.95605,2,2,2,2
0,7628.852051,7628.852051,1,1,2,2
0,8736.265625,8736.265625,1,1,1,2
0,10581.95605,10581.95605,2,1,4,2
0,26024.22852,26024.22852,1,1,1,0
0,7259.713867,7259.713867,1,1,1,2
0,29038.85547,29038.85547,1,1,1,0
0,5721.638672,5721.638672,2,2,2,2
0,6398.39209,6398.39209,1,1,1,2
0,8059.512695,8059.512695,2,2,3,2
0,20794.77344,20794.77344,1,1,1,0
0,20979.3418,20979.3418,1,1,1,0
0,58815.98828,58815.98828,1,1,1,1
0,5475.546875,5475.546875,2,2,2,2
0,58200.75781,58200.75781,1,1,1,1
0,7874.943848,7874.943848,1,1,2,2
0,10705.00195,10705.00195,3,1,8,2
0,61399.95313,61399.95313,1,1,1,1
0,58692.94141,58692.94141,1,1,1,1
0,52417.59375,52417.59375,1,1,1,1
0,59062.07813,59062.07813,1,1,1,1
0,60169.49219,60169.49219,1,1,1,1
0,11074.13965,11074.13965,4,1,10,2
0,6644.483887,6644.483887,1,1,1,2
0,11504.80078,11504.80078,2,2,2,2
0,43681.32813,43681.32813,1,1,1,1
0,5967.730957,5967.730957,1,1,1,2
0,10951.09375,10951.09375,1,1,1,2
0,50694.94922,50694.94922,1,1,1,1
0,62630.41406,62630.41406,1,1,1,1
0,4245.086914,4245.086914,1,1,1,2
0,20671.72852,20671.72852,1,1,2,0
0,5229.455078,5229.455078,2,2,3,2
0,7690.375,7690.375,1,1,1,2
0,11504.80078,11504.80078,1,1,1,2
0,20917.82031,20917.82031,1,1,1,0
0,21102.38867,21102.38867,1,1,1,0
0,35744.86328,35744.86328,1,1,1,0
0,56724.20313,56724.20313,1,1,1,1
0,5044.885742,5044.885742,3,3,3,2
0,47126.61719,47126.61719,1,1,1,1
0,53401.96484,53401.96484,1,1,1,1
0,4245.086914,4245.086914,2,2,2,2
0,8982.357422,8982.357422,2,1,7,2
0,51433.22656,51433.22656,1,1,1,1
0,11258.70898,11258.70898,1,1,1,2
0,21102.38867,21102.38867,1,1,1,0
0,60661.67578,60661.67578,1,1,1,1
0,9105.404297,9105.404297,1,1,1,2
0,47249.66406,47249.66406,1,1,1,1
0,47495.75391,47495.75391,1,1,1,1
0,61399.95313,61399.95313,1,1,1,1
0,4122.041016,4122.041016,1,1,1,2
0,12366.12305,12366.12305,1,1,1,2
0,4675.748047,4675.748047,2,2,3,2
0,9289.972656,9289.972656,1,1,1,2
0,12612.21484,12612.21484,1,1,1,2
0,49464.49219,49464.49219,1,1,1,1
0,8244.082031,8244.082031,2,1,3,2
0,28054.48828,28054.48828,1,1,1,0
0,43312.19141,43312.19141,1,1,1,1
0,8367.12793,8367.12793,2,2,2,2
0,58446.84766,58446.84766,1,1,1,1
0,10766.52441,10766.52441,15,15,15,2
0,4675.748047,4675.748047,1,1,1,2
0,10828.04785,10828.04785,4,2,10,2
0,41220.41016,41220.41016,1,1,1,1
0,61030.81641,61030.81641,1,1,1,1
0,51679.32031,51679.32031,2,2,2,1
0,52048.45703,52048.45703,1,1,1,1
0,53525.00781,53525.00781,1,1,1,1
0,50448.85938,50448.85938,1,1,1,1
0,4675.748047,4675.748047,2,1,3,2
0,7382.759766,7382.759766,3,1,6,2
0,12366.12305,12366.12305,1,1,1,2
0,7505.805664,7505.805664,8,3,15,2
0,4675.748047,4675.748047,1,1,2,2
0,41343.45703,41343.45703,1,1,1,1
0,6029.253906,6029.253906,2,2,2,2
0,23870.92383,23870.92383,1,1,2,0
0,39374.71875,39374.71875,1,1,1,1
0,61646.04297,61646.04297,1,1,1,1
0,6582.960938,6582.960938,1,1,1,2
0,6152.299805,6152.299805,2,1,6,2
0,3691.379883,3691.379883,2,2,2,2
0,48357.07813,48357.07813,1,1,1,1
0,48726.21484,48726.21484,1,1,1,1
0,60661.67578,60661.67578,1,1,1,1
0,1907.213013,1907.213013,1,1,1,2
0,3875.948975,3875.948975,1,1,1,2
0,8182.559082,8182.559082,3,3,3,2
0,31438.25195,31438.25195,1,1,1,0
0,6398.39209,6398.39209,5,1,11,2
0,10274.34082,10274.34082,1,1,1,2
0,48726.21484,48726.21484,1,1,1,1
0,3506.811035,3506.811035,1,1,2,2
0,31253.68359,31253.68359,1,1,1,0
0,46265.29688,46265.29688,1,1,1,1
0,52540.64063,52540.64063,1,1,1,1
0,62261.27344,62261.27344,1,1,1,1
0,41589.54688,41589.54688,1,1,1,1
0,58939.03125,58939.03125,1,1,1,1
0,6336.868652,6336.868652,1,1,1,2
0,8305.604492,8305.604492,1,1,1,2
0,12366.12305,12366.12305,1,1,1,2
0,12612.21484,12612.21484,1,1,1,2
0,10212.81738,10212.81738,3,1,6,2
0,12858.30664,12858.30664,1,1,2,2
0,62015.18359,62015.18359,1,1,1,1
0,1845.689941,1845.689941,2,2,2,2
0,28608.19531,28608.19531,1,1,1,0
0,10335.86426,10335.86426,3,1,11,2
0,8859.311523,8859.311523,1,1,1,2
0,49341.44531,49341.44531,1,1,1,1
0,62630.41406,62630.41406,1,1,3,1
0,7813.420898,7813.420898,1,1,3,2
0,10212.81738,10212.81738,1,1,1,2
0,12612.21484,12612.21484,1,1,1,2
0,5967.730957,5967.730957,1,1,1,2
0,52663.6875,52663.6875,1,1,1,1
0,10212.81738,10212.81738,1,1,1,2
0,10951.09375,10951.09375,3,3,3,2
0,9043.880859,9043.880859,1,1,1,2
0,62384.32031,62384.32031,1,1,1,1
0,11689.37012,11689.37012,2,1,6,2
0,12304.59961,12304.59961,2,1,3,2
0,12427.64551,12427.64551,3,1,8,2
0,42450.87109,42450.87109,1,1,1,1
0,10643.47852,10643.47852,2,2,2,2
0,10951.09375,10951.09375,1,1,2,2
0,12673.7373,12673.7373,2,1,6,2
0,8367.12793,8367.12793,2,1,4,2
0,11197.18555,11197.18555,5,1,9,2
0,8551.697266,8551.697266,7,7,7,2
0,37529.02734,37529.02734,1,1,1,0
0,3322.241943,3322.241943,1,1,2,2
0,7751.897949,7751.897949,2,1,4,2
0,10581.95605,10581.95605,4,2,8,2
0,25408.99805,25408.99805,1,1,1,0
0,5721.638672,5721.638672,1,1,1,2
0,6090.776855,6090.776855,1,1,1,2
0,62261.27344,62261.27344,1,1,1,1
0,5229.455078,5229.455078,1,1,1,2
0,8797.789063,8797.789063,1,1,1,2
0,12735.26074,12735.26074,1,1,1,2
0,7874.943848,7874.943848,2,1,4,2
0,10705.00195,10705.00195,3,2,4,2
0,58446.84766,58446.84766,1,1,1,1
0,59554.26172,59554.26172,1,1,1,1
0,61399.95313,61399.95313,2,1,4,1
0,51925.41016,51925.41016,1,1,3,1
0,56232.01953,56232.01953,1,1,1,1
0,8797.789063,8797.789063,1,1,1,2
0,43558.28125,43558.28125,1,1,1,1
0,56601.16016,56601.16016,1,1,1,1
0,8244.082031,8244.082031,4,4,4,2
0,47741.84766,47741.84766,1,1,1,1
0,31253.68359,31253.68359,1,1,1,0
0,31376.72852,31376.72852,1,1,1,0
0,41097.36328,41097.36328,1,1,1,1
0,42696.96094,42696.96094,1,1,1,1
0,45157.88281,45157.88281,1,1,1,1
0,45896.15625,45896.15625,1,1,1,1
0,12919.83008,12919.83008,1,1,1,2
0,45034.83594,45034.83594,1,1,1,1
0,59800.35547,59800.35547,1,1,1,1
0,28362.10156,28362.10156,1,1,1,0
0,42696.96094,42696.96094,1,1,1,1
0,13165.92188,13165.92188,8,2,15,2
0,11135.66309,11135.66309,1,1,1,2
0,21225.43555,21225.43555,1,1,1,0
0,47864.89453,47864.89453,1,1,1,1
0,23870.92383,23870.92383,1,1,2,0
0,29531.03906,29531.03906,1,1,1,0
0,13042.87598,13042.87598,2,2,4,2
0,5721.638672,5721.638672,1,1,1,2
0,3691.379883,3691.379883,2,2,2,2
0,3814.426025,3814.426025,1,1,2,2
0,62507.36719,62507.36719,1,1,1,1
0,59554.26172,59554.26172,1,1,1,1
0,3383.764893,3383.764893,2,1,3,2
0,52663.6875,52663.6875,1,1,2,1
0,1722.643921,1722.643921,1,1,1,2
0,2091.781982,2091.781982,2,2,3,2
0,4306.609863,4306.609863,3,1,6,2
0,43927.42188,43927.42188,1,1,1,1
0,49341.44531,49341.44531,1,1,1,1
0,56478.11328,56478.11328,1,1,1,1
0,4183.563965,4183.563965,1,1,1,2
0,6336.868652,6336.868652,1,1,1,2
0,49464.49219,49464.49219,1,1,1,1
0,2214.827881,2214.827881,4,2,6,2
0,1907.213013,1907.213013,2,2,2,2
0,4183.563965,4183.563965,1,1,2,2
0,50941.04297,50941.04297,1,1,2,1
0,676.7529907,676.7529907,3,2,5,2
0,29469.51563,29469.51563,1,1,1,0
0,53155.87109,53155.87109,1,1,1,1
0,61646.04297,61646.04297,2,2,2,1
0,11320.23145,11320.23145,7,1,15,2
0,7259.713867,7259.713867,1,1,1,2
0,2707.011963,2707.011963,4,3,6,2
0,7136.667969,7136.667969,1,1,1,2
0,10705.00195,10705.00195,3,3,4,2
0,10828.04785,10828.04785,5,3,9,2
0,11074.13965,11074.13965,3,1,5,2
0,49710.58203,49710.58203,1,1,1,1
0,553.7069702,553.7069702,1,1,1,2
0,6398.39209,6398.39209,1,1,1,2
0,7813.420898,7813.420898,2,2,2,2
0,50202.76563,50202.76563,1,1,1,1
0,6521.437988,6521.437988,1,1,1,2
0,7997.989746,7997.989746,2,1,3,2
0,11197.18555,11197.18555,8,3,15,2
0,59554.26172,59554.26172,1,1,1,1
0,7751.897949,7751.897949,1,1,4,2
0,3506.811035,3506.811035,1,1,2,2
0,4306.609863,4306.609863,1,1,4,2
0,4429.655762,4429.655762,1,1,1,2
0,20118.02148,20118.02148,1,1,1,0
0,55985.92969,55985.92969,1,1,1,1
0,8121.035645,8121.035645,3,1,5,2
0,8305.604492,8305.604492,1,1,3,2
0,4860.316895,4860.316895,1,1,1,2
0,5290.978027,5290.978027,3,1,11,2
0,7997.989746,7997.989746,1,1,1,2
0,7628.852051,7628.852051,1,1,1,2
0,1784.166992,1784.166992,1,1,1,2
0,4552.702148,4552.702148,2,1,4,2
0,4983.362793,4983.362793,1,1,2,2
0,20364.11328,20364.11328,1,1,1,0
0,2522.442871,2522.442871,1,1,1,2
0,4306.609863,4306.609863,2,1,4,2
0,55739.83594,55739.83594,1,1,1,1
0,5167.932129,5167.932129,1,1,1,2
0,2460.919922,2460.919922,3,3,3,2
0,5044.885742,5044.885742,1,1,1,2
0,5906.208008,5906.208008,2,1,4,2
0,46634.43359,46634.43359,1,1,1,1
0,46819.00391,46819.00391,1,1,1,1
0,62630.41406,62630.41406,1,1,1,1
0,6029.253906,6029.253906,8,2,15,2
0,50571.90625,50571.90625,1,1,1,1
0,61153.85938,61153.85938,1,1,1,1
0,7567.328613,7567.328613,10,6,13,2
0,57216.39063,57216.39063,1,1,1,1
0,60169.49219,60169.49219,1,1,1,1
0,30146.26953,30146.26953,1,1,1,0
0,45034.83594,45034.83594,1,1,2,1
0,7444.282715,7444.282715,14,13,15,2
0,553.7069702,553.7069702,1,1,1,2
0,2337.874023,2337.874023,2,2,2,2
0,59923.40234,59923.40234,1,1,2,1
0,60907.76953,60907.76953,1,1,2,1
0,6275.345703,6275.345703,2,1,3,2
0,4306.609863,4306.609863,4,1,8,2
0,7444.282715,7444.282715,8,8,8,2
0,4183.563965,4183.563965,1,1,1,2
0,20118.02148,20118.02148,1,1,1,0
0,57708.57422,57708.57422,1,1,2,1
0,57893.14063,57893.14063,1,1,1,1
0,3506.811035,3506.811035,1,1,1,2
0,6644.483887,6644.483887,6,1,15,2
0,7444.282715,7444.282715,1,1,2,2
0,6521.437988,6521.437988,2,1,3,2
0,3568.333984,3568.333984,1,1,1,2
0,5414.023926,5414.023926,1,1,2,2
0,5537.069824,5537.069824,11,2,15,2
0,6336.868652,6336.868652,1,1,1,2
0,6706.006836,6706.006836,1,1,1,2
0,20979.3418,20979.3418,1,1,2,0
0,3137.672852,3137.672852,14,14,15,2
0,6336.868652,6336.868652,1,1,1,2
0,46388.33984,46388.33984,1,1,1,1
0,59554.26172,59554.26172,1,1,1,1
0,47864.89453,47864.89453,1,1,1,1
0,59062.07813,59062.07813,1,1,1,1
0,57585.52734,57585.52734,1,1,1,1
0,11627.84668,11627.84668,1,1,1,2
0,49587.53516,49587.53516,1,1,1,1
0,45527.01953,45527.01953,1,1,1,1
0,3076.149902,3076.149902,7,1,15,2
0,22948.07813,22948.07813,1,1,1,0
0,59677.30859,59677.30859,1,1,1,1
0,62015.18359,62015.18359,1,1,1,1
0,55616.78906,55616.78906,1,1,1,1
0,62261.27344,62261.27344,1,1,1,1
0,11504.80078,11504.80078,1,1,2,2
0,55616.78906,55616.78906,1,1,1,1
0,49833.62891,49833.62891,2,2,2,1
0,3260.718994,3260.718994,2,2,2,2
0,9166.926758,9166.926758,1,1,1,2
0,38144.25781,38144.25781,1,1,1,0
0,54509.375,54509.375,1,1,1,1
0,26947.07422,26947.07422,1,1,1,0
0,58200.75781,58200.75781,1,1,1,1
0,2830.057861,2830.057861,8,1,15,2
0,22086.75586,22086.75586,1,1,1,0
0,6090.776855,6090.776855,1,1,1,2
0,10643.47852,10643.47852,1,1,1,2
0,4860.316895,4860.316895,1,1,1,2
0,23809.40039,23809.40039,1,1,1,0
0,25224.42969,25224.42969,1,1,1,0
0,59308.17188,59308.17188,2,2,2,1
0,59923.40234,59923.40234,1,1,2,1
0,53648.05469,53648.05469,1,1,1,1
0,62507.36719,62507.36719,1,1,1,1
0,4983.362793,4983.362793,1,1,1,2
0,9659.110352,9659.110352,1,1,1,2
0,11750.89258,11750.89258,1,1,1,2
0,31376.72852,31376.72852,1,1,1,0
0,45280.92578,45280.92578,1,1,1,1
0,31438.25195,31438.25195,1,1,1,0
0,54755.46875,54755.46875,1,1,2,1
0,52909.77734,52909.77734,1,1,2,1
0,62138.23047,62138.23047,1,1,1,1
0,16795.7793,16795.7793,1,1,1,0
0,60538.62891,60538.62891,1,1,2,1
0,54632.42188,54632.42188,1,1,1,1
0,40236.04297,40236.04297,1,1,1,1
0,49956.67578,49956.67578,1,1,2,1
0,55124.60547,55124.60547,1,1,1,1
0,22332.84766,22332.84766,1,1,1,0
0,50448.85938,50448.85938,1,1,1,1
0,1353.505981,1353.505981,1,1,1,2
0,50448.85938,50448.85938,2,2,2,1
0,45650.06641,45650.06641,1,1,1,1
0,18949.08398,18949.08398,1,1,1,0
0,32914.80469,32914.80469,1,1,1,0
0,50817.99609,50817.99609,1,1,1,1
0,11627.84668,11627.84668,1,1,1,2
0,1661.120972,1661.120972,1,1,1,2
0,2460.919922,2460.919922,1,1,1,2
0,19994.97461,19994.97461,1,1,1,0
0,3383.764893,3383.764893,3,3,4,2
0,3014.626953,3014.626953,15,15,15,2
0,3199.196045,3199.196045,1,1,1,2
0,62753.45703,62753.45703,1,1,1,1
0,50571.90625,50571.90625,1,1,1,1
0,54878.51563,54878.51563,1,1,1,1
0,33653.08203,33653.08203,1,1,1,0
0,35314.20313,35314.20313,1,1,1,0
0,52171.50391,52171.50391,1,1,1,1
0,59308.17188,59308.17188,1,1,2,1
0,59431.21875,59431.21875,1,1,1,1
0,52171.50391,52171.50391,1,1,1,1
0,62753.45703,62753.45703,1,1,1,1
0,3875.948975,3875.948975,11,11,11,2
0,54509.375,54509.375,1,1,1,1
0,54509.375,54509.375,1,1,1,1
0,53894.14844,53894.14844,1,1,1,1
0,31007.5918,31007.5918,1,1,1,0
0,31192.16016,31192.16016,1,1,1,0
0,9720.633789,9720.633789,1,1,1,2
0,54263.28516,54263.28516,1,1,1,1
0,52786.73438,52786.73438,1,1,1,1
0,42820.00781,42820.00781,1,1,1,1
0,43004.57422,43004.57422,1,1,1,1
0,59800.35547,59800.35547,1,1,1,1
0,61769.08984,61769.08984,1,1,1,1
0,58077.71094,58077.71094,1,1,1,1
0,4060.517822,4060.517822,2,1,4,2
0,61769.08984,61769.08984,1,1,1,1
0,4737.270996,4737.270996,1,1,1,2
0,39866.90234,39866.90234,1,1,1,1
0,60169.49219,60169.49219,1,1,1,1
0,30023.22266,30023.22266,2,2,2,0
0,53525.00781,53525.00781,1,1,1,1
0,56232.01953,56232.01953,1,1,1,1
0,55493.74609,55493.74609,1,1,2,1
0,62138.23047,62138.23047,1,1,2,1
0,38144.25781,38144.25781,1,1,1,0
0,61646.04297,61646.04297,1,1,2,1
0,23563.30859,23563.30859,1,1,1,0
0,1784.166992,1784.166992,2,2,2,2
0,60784.72266,60784.72266,2,2,2,1
0,61892.13672,61892.13672,1,1,1,1
0,38513.39844,38513.39844,1,1,1,0
0,9905.203125,9905.203125,1,1,1,2
0,49095.35156,49095.35156,1,1,1,1
